timestamp,generation_mw,dc_power_mw,DAILY_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,hour,hour_sin,hour_cos,doy,doy_sin,doy_cos,is_weekend,ghi_wm2,temperature_c,module_temp_c,cloud_cover_est_pct,temp_derate_factor,plant_capacity_mw,capacity_factor,gen_lag_1h,gen_lag_2h,gen_lag_3h,gen_lag_24h,gen_rolling_mean_3h,gen_rolling_std_3h,gen_rolling_mean_6h
2020-05-16 00:00:00,0.0,0.0,87463.0,22.23601830769231,21.241316538461536,0.0,0,0.0,1.0,137,0.7067265555776159,-0.7074868024503348,1,0.0,22.23601830769231,21.241316538461536,0.0,1.014282997153846,28.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0985772868779903e-07,0.035022023809791664
2020-05-16 01:00:00,0.0,0.0,87463.0,22.23601830769231,21.241316538461536,0.0,1,0.25881904510252074,0.9659258262890683,137,0.7067265555776159,-0.7074868024503348,1,0.0,22.23601830769231,21.241316538461536,0.0,1.014282997153846,28.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0985772868779903e-07,0.0
2020-05-16 02:00:00,0.0,0.0,0.0,21.594316733333333,19.80222738333333,0.0,2,0.49999999999999994,0.8660254037844387,137,0.7067265555776159,-0.7074868024503348,1,0.0,21.594316733333333,19.80222738333333,0.0,1.0197515359433333,28.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0985772868779903e-07,0.0
2020-05-16 03:00:00,0.0,0.0,0.0,21.707953366666665,20.258786033333333,0.0,3,0.7071067811865475,0.7071067811865476,137,0.7067265555776159,-0.7074868024503348,1,0.0,21.707953366666665,20.258786033333333,0.0,1.0180166130733332,28.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0985772868779903e-07,0.0
2020-05-16 04:00:00,0.0,0.0,0.0,21.928549755952382,20.762247840476192,0.0,4,0.8660254037844386,0.5000000000000001,137,0.7067265555776159,-0.7074868024503348,1,0.0,21.928549755952382,20.762247840476192,0.0,1.0161034582061905,28.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0985772868779903e-07,0.0
2020-05-16 05:00:00,0.0,0.0,0.0,21.9089015,20.61456405,3.679236605e-05,5,0.9659258262890683,0.25881904510252074,137,0.7067265555776159,-0.7074868024503348,1,0.03679236605,21.9089015,20.61456405,0.0,1.01666465661,28.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0985772868779903e-07,0.0
2020-05-16 06:00:00,1.18789999997275,12.2437946423825,844.14285715,21.977285575,21.018062401190473,0.039656076961309475,6,1.0,6.123233995736766e-17,137,0.7067265555776159,-0.7074868024503348,1,39.65607696130947,21.977285575,21.018062401190473,0.0,1.0151313628754761,28.7,0.04139024390148955,0.0,0.0,0.0,1.2387276785769998,0.0,2.0985772868779903e-07,0.0
2020-05-16 07:00:00,5.082671428549999,51.823142857,5239.1964287,22.867214584523808,25.239724867857145,0.16622843759523806,7,0.9659258262890683,-0.25881904510252063,137,0.7067265555776159,-0.7074868024503348,1,166.22843759523806,22.867214584523808,25.239724867857145,35.8,0.9990890455021428,28.7,0.1770965654547038,1.18789999997275,0.0,0.0,4.262353630925,0.39596666665758334,0.6858343847546549,0.19798333332879167
2020-05-16 08:00:00,11.53570089285,117.6551383935,15980.7857143,24.810612966666664,34.82467651666667,0.3835834596666667,8,0.8660254037844387,-0.49999999999999983,137,0.7067265555776159,-0.7074868024503348,1,383.58345966666667,24.810612966666664,34.82467651666667,23.3,0.9626662292366667,28.7,0.4019407976602788,5.082671428549999,1.18789999997275,0.0,9.11083610115,2.0901904761742496,2.6587559666567007,1.0450952380871248
2020-05-16 09:00:00,13.702236607175,139.872272321,29357.875001,26.480266933333333,39.938825566666665,0.4604658103333333,9,0.7071067811865476,-0.7071067811865475,137,0.7067265555776159,-0.7074868024503348,1,460.4658103333333,26.480266933333333,39.938825566666665,34.9,0.9432324628466666,28.7,0.47742984693989543,11.53570089285,5.082671428549999,1.18789999997275,12.30217366075,5.935424107124249,5.226340610577299,2.9677120535621246
